year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,laureats_name,prize_winning_abbreviations,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",1月4日,136,Individual,Hans G. Dehmelt,Hans G. Dehmelt,"dehmelt, hg",1922/9/9,G?rlitz,Prussia (Germany),Male,University of Washington,"Seattle, WA",United States of America,NA,NA,NA
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",1月4日,137,Individual,Wolfgang Paul,Wolfgang Paul,"paul, w",1913/8/10,Lorenzkirch,Germany,Male,University of Bonn,Bonn,Federal Republic of Germany,1993/12/7,Bonn,Germany
1990,Chemistry,The Nobel Prize in Chemistry 1990,"""for his development of the theory and methodology of organic synthesis""",1月1日,275,Individual,Elias James Corey,Elias James Corey,"corey, e",1928/7/12,"Methuen, MA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",1月3日,704,Individual,Harry M. Markowitz,,,1927/8/24,"Chicago, IL",United States of America,Male,City University of New York,"New York, NY",United States of America,NA,NA,NA
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",1月3日,705,Individual,Merton H. Miller,,,1923/5/16,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,2000/6/3,"Chicago, IL",United States of America
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",1月3日,706,Individual,William F. Sharpe,,,1934/6/16,"Boston, MA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA
1990,Literature,The Nobel Prize in Literature 1990,"""for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity""",1月1日,667,Individual,Octavio Paz,,,1914/3/31,Mexico City,Mexico,Male,NA,NA,NA,1998/4/19,Mexico City,Mexico
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",1月2日,442,Individual,Joseph E. Murray,Joseph E. Murray,"murray, je",1919/4/1,"Milford, MA",United States of America,Male,Brigham and Women's Hospital,"Boston, MA",United States of America,2012/11/26,"Boston, MA",United States of America
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",1月2日,443,Individual,E. Donnall Thomas,E. Donnall Thomas,thomas ed,1920/3/15,"Mart, TX",United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,2012/10/20,"Seattle, WA",United States of America
1990,Peace,The Nobel Peace Prize 1990,"""for his leading role in the peace process which today characterizes important parts of the international community""",1月1日,552,Individual,Mikhail Sergeyevich Gorbachev,,,1931/3/2,Privolnoye,Union of Soviet Socialist Republics (Russia),Male,NA,NA,NA,NA,NA,NA
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",1月3日,138,Individual,Jerome I. Friedman,Jerome I. Friedman,"friedman, ji",1930/3/28,"Chicago, IL",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",1月3日,139,Individual,Henry W. Kendall,Henry W. Kendall,"kendall, hw",1926/12/9,"Boston, MA",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,1999/2/15,"Wakulla Springs State Park, FL",United States of America
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",1月3日,140,Individual,Richard E. Taylor,Richard E. Taylor,"taylor, re",1929/11/2,"Medicine Hat, Alberta",Canada,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA
1991,Chemistry,The Nobel Prize in Chemistry 1991,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",1月1日,276,Individual,Richard R. Ernst,Richard R. Ernst,"ernst, r",1933/8/14,Winterthur,Switzerland,Male,Eidgen?ssische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,NA,NA,NA
1991,Economics,The Sveriges Riksbank Prize in Economic Sciences 1991,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",1月1日,707,Individual,Ronald H. Coase,,,1910/12/29,Willesden,United Kingdom,Male,University of Chicago,"Chicago, IL",United States of America,2013/9/2,"Chicago, IL",United States of America
1991,Literature,The Nobel Prize in Literature 1991,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",1月1日,668,Individual,Nadine Gordimer,,,1923/11/20,Springs,South Africa,Female,NA,NA,NA,2014/7/13,Johannesburg,South Africa
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",1月2日,444,Individual,Erwin Neher,Erwin Neher,"neher, e",1944/3/20,Landsberg,Germany,Male,Max-Planck-Institut für Biophysikalische Chemie,G?ttingen,Federal Republic of Germany,NA,NA,NA
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",1月2日,445,Individual,Bert Sakmann,Bert Sakmann,"sakmann, b",1942/6/12,Stuttgart,Germany,Male,Max-Planck-Institut für medizinische Forschung,Heidelberg,Federal Republic of Germany,NA,NA,NA
1991,Peace,The Nobel Peace Prize 1991,"""for her non-violent struggle for democracy and human rights""",1月1日,553,Organization,Aung San Suu Kyi,,,1945/6/19,Rangoon (Yangon),Burma (Myanmar),Female,NA,NA,NA,NA,NA,NA
1991,Physics,The Nobel Prize in Physics 1991,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""",1月1日,141,Individual,Pierre-Gilles de Gennes,Pierre-Gilles de Gennes,"degennes, pg",1932/10/24,Paris,France,Male,Collège de France,Paris,France,2007/5/18,Orsay,France
1992,Chemistry,The Nobel Prize in Chemistry 1992,"""for his contributions to the theory of electron transfer reactions in chemical systems""",1月1日,277,Individual,Rudolph A. Marcus,Rudolph A. Marcus,"marcus, r",1923/7/21,Montreal,Canada,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,NA,NA,NA
1992,Economics,The Sveriges Riksbank Prize in Economic Sciences 1992,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour""",1月1日,708,Individual,Gary S. Becker,,,1930/12/2,"Pottsville, PA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,2014/5/3,"Chicago, IL",United States of America
1992,Literature,The Nobel Prize in Literature 1992,"""for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment""",1月1日,669,Individual,Derek Walcott,,,1930/1/23,Castries,Saint Lucia,Male,NA,NA,NA,NA,NA,NA
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",1月2日,446,Individual,Edmond H. Fischer,Edmond H. Fischer,"fischer, eh",1920/4/6,Shanghai,China,Male,University of Washington,"Seattle, WA",United States of America,NA,NA,NA
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",1月2日,447,Individual,Edwin G. Krebs,Edwin G. Krebs,"krebs, eg",1918/6/6,"Lansing, IA",United States of America,Male,University of Washington,"Seattle, WA",United States of America,2009/12/21,"Seattle, WA",United States of America
1992,Peace,The Nobel Peace Prize 1992,"""in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",1月1日,554,Individual,Rigoberta Menchú Tum,,,1959/1/9,Aldea Chimel,Guatemala,Female,NA,NA,NA,NA,NA,NA
1992,Physics,The Nobel Prize in Physics 1992,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",1月1日,142,Individual,Georges Charpak,Georges Charpak,"charpak, g",1924/8/1,Dabrovica,Poland,Male,école Supérieure de Physique et Chimie,Paris,France,2010/9/29,Paris,France
1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his invention of the polymerase chain reaction (PCR) method""",1月2日,278,Individual,Kary B. Mullis,Kary B. Mullis,"mullis, k",1944/12/28,"Lenoir, NC",United States of America,Male,NA,"La Jolla, CA",United States of America,NA,NA,NA
1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies""",1月2日,279,Individual,Michael Smith,Michael Smith,"smith, m",1932/4/26,Blackpool,United Kingdom,Male,University of British Columbia,Vancouver,Canada,2000/10/4,Vancouver,Canada
1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",1月2日,709,Individual,Robert W. Fogel,,,1927/7/1,"New York, NY",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,2013/6/11,"Oak Lawn, IL",United States of America
1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",1月2日,710,Individual,Douglass C. North,,,1920/11/5,"Cambridge, MA",United States of America,Male,Washington University,"St. Louis, MO",United States of America,2015/11/23,"Benzonia, MI",United States of America
1993,Literature,The Nobel Prize in Literature 1993,"""who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality""",1月1日,670,Individual,Toni Morrison,,,1931/2/18,"Lorain, OH",United States of America,Female,NA,NA,NA,NA,NA,NA
1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",1月2日,448,Individual,Richard J. Roberts,Richard J. Roberts,"roberts, rj",1943/9/6,Derby,United Kingdom,Male,New England Biolabs,"Beverly, MA",United States of America,NA,NA,NA
1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",1月2日,449,Individual,Phillip A. Sharp,Phillip A. Sharp,"sharp, pa",1944/6/6,"Falmouth, KY",United States of America,Male,"Massachusetts Institute of Technology (MIT), Center for Cancer Research","Cambridge, MA",United States of America,NA,NA,NA
1993,Peace,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",1月2日,555,Individual,Nelson Mandela,,,1918/7/18,Qunu,South Africa,Male,NA,NA,NA,2013/12/5,Johannesburg,South Africa
1993,Peace,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",1月2日,556,Individual,Frederik Willem de Klerk,,,1936/3/18,Johannesburg,South Africa,Male,NA,NA,NA,NA,NA,NA
1993,Physics,The Nobel Prize in Physics 1993,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",1月2日,143,Individual,Russell A. Hulse,Russell A. Hulse,"hulse, ra",1950/11/28,"New York, NY",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,NA,NA,NA
1993,Physics,The Nobel Prize in Physics 1993,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",1月2日,144,Individual,Joseph H. Taylor Jr.,Joseph H. Taylor Jr.,"taylor, jh",1941/3/29,"Philadelphia, PA",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,NA,NA,NA
1994,Chemistry,The Nobel Prize in Chemistry 1994,"""for his contribution to carbocation chemistry""",1月1日,280,Individual,George A. Olah,George A. Olah,"olah, g",1927/5/22,Budapest,Hungary,Male,University of Southern California,"Los Angeles, CA",United States of America,NA,NA,NA
1994,Economics,The Sveriges Riksbank Prize in Economic Sciences 1994,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",1月3日,711,Individual,John C. Harsanyi,,,1920/5/29,Budapest,Hungary,Male,University of California,"Berkeley, CA",United States of America,2000/8/9,"Berkeley, CA",United States of America
1994,Economics,The Sveriges Riksbank Prize in Economic Sciences 1994,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",1月3日,712,Individual,John F. Nash Jr.,,,1928/6/13,"Bluefield, WV",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,2015/5/23,"New Jersey, NJ",United States of America
